,index,id,usuario,tweet,ubicacion,nombre_de_pila,codigo_pais,hora_pais,fecha,hora,mes,año,dia,dia_semana,periodo,Latitud,Longitud,sentimiento
813,58032,1750929682793701888,JorgeMo80252863,"¡Qué nivel de cinismo de  &amp;   está consumando un genocidio contra  &amp;  pero pierde la guerra militar, política y diplomáticamente. Biden &amp; Netanyahu no van a poder frenar a Ansar Allah (houties) en  Y USA va a ser expulsada de",sin ubicación,Jorge Moreno,sin ubicación,2024-01-26 18:12:21,2024-01-26,1900-01-01 17:12:21,enero,2024,26,viernes,Tarde,,,Negativo
814,58033,1750929495518049024,Art6to,"Suman más de 26 mil  en la Franja de  por la  entre  y Hamás
  
https://t.co/UbOkwdHYEP",México,Artículo Sexto,MX,2024-01-26 11:11:37,2024-01-26,1900-01-01 17:11:37,enero,2024,26,viernes,Tarde,23.0,-102.0,Neutral
815,58119,1750929400248606976,JorgeMo80252863,"¡Qué nivel de cinismo de  &amp;   está consumando un genocidio contra  &amp;  pero pierde la guerra militar, política y diplomáticamente. Biden &amp; Netanyahu no van a poder frenar a Ansar Allah (houties) en  Y USA va a ser expulsada de",sin ubicación,Jorge Moreno,sin ubicación,2024-01-26 18:11:14,2024-01-26,1900-01-01 17:11:14,enero,2024,26,viernes,Tarde,,,Negativo
816,58120,1750929340647505920,JorgeMo80252863,"¡Qué nivel de cinismo de  &amp;   está consumando un genocidio contra  &amp;  pero pierde la guerra militar, política y diplomáticamente. Biden &amp; Netanyahu no van a poder frenar a Ansar Allah (houties) en  Y USA va a ser expulsada de",sin ubicación,Jorge Moreno,sin ubicación,2024-01-26 18:11:00,2024-01-26,1900-01-01 17:11:00,enero,2024,26,viernes,Tarde,,,Negativo
817,58121,1750929296703525120,cgtnenespanol,Qatar acoge con satisfacción la decisión del tribunal mundial para imponer medidas de emergencia contra Israel sobre la guerra de Gaza - declaración,China,CGTN Español,CN,2024-01-27 01:10:49,2024-01-26,1900-01-01 17:10:49,enero,2024,26,viernes,Tarde,35.0,105.0,Neutral
818,58125,1750929288356864000,Martigheredia,Piensas que este fallo acelera la guerra del norte? Digo porque ni bien salió tiraron algo por Gaza. Y de seguir en Gaza el norte apreta.,Argentina,Marty,AR,2024-01-26 14:10:47,2024-01-26,1900-01-01 17:10:47,enero,2024,26,viernes,Tarde,-34.0,-64.0,Neutral
819,58218,1750929214201863936,JorgeMo80252863,"¡Qué nivel de cinismo de  &amp;   está consumando un genocidio contra  &amp;  pero pierde la guerra militar, política y diplomáticamente. Biden &amp; Netanyahu no van a poder frenar a Ansar Allah (houties) en  Y USA va a ser expulsada de",sin ubicación,Jorge Moreno,sin ubicación,2024-01-26 18:10:30,2024-01-26,1900-01-01 17:10:30,enero,2024,26,viernes,Tarde,,,Negativo
820,58219,1750929138108551936,pamanes64,"niños y jovenes 

exijamos al lider supremo de iran 
ayatola jamenei 

porque hamas 
inicio la guerra contra israel 
ya que contaba con lo que hoy exige
territorio delimitado 
gobernaba la franja de gaza
depende económicamente de israel 
vivian en “paz” https://t.co/KXZGJlPNbm",México,Jorge A. Pamanes,MX,2024-01-26 11:10:11,2024-01-26,1900-01-01 17:10:11,enero,2024,26,viernes,Tarde,23.0,-102.0,Positivo
821,58305,1750928988376343040,JorgeMo80252863,"¡Qué nivel de cinismo de  &amp;   está consumando un genocidio contra  &amp;  pero pierde la guerra militar, política y diplomáticamente. Biden &amp; Netanyahu no van a poder frenar a Ansar Allah (houties) en  Y USA va a ser expulsada de",sin ubicación,Jorge Moreno,sin ubicación,2024-01-26 18:09:36,2024-01-26,1900-01-01 17:09:36,enero,2024,26,viernes,Tarde,,,Negativo
822,58306,1750928837565701888,enestepaisradio,“La CIJ se pronuncia esta tarde sobre las medidas cautelares a Israel por la guerra en Gaza” |  Vía:   https://t.co/0FlwG3icCA,Venezuela,En Este País,VE,2024-01-26 13:09:00,2024-01-26,1900-01-01 17:09:00,enero,2024,26,viernes,Tarde,8.0,-66.0,Neutral
823,58355,1750928227126611968,globovision,"Suman más de 26.000 muertos en la Franja de Gaza por la guerra entre Israel y Hamás
|  |
https://t.co/pmHK5cf5vo",Venezuela,Globovisión,VE,2024-01-26 13:06:34,2024-01-26,1900-01-01 17:06:34,enero,2024,26,viernes,Tarde,8.0,-66.0,Neutral
824,58404,1750928157828653056,JorgeMo80252863,"¡Qué nivel de cinismo de  &amp;   está consumando un genocidio contra  &amp;  pero pierde la guerra militar, política y diplomáticamente. Biden &amp; Netanyahu no van a poder frenar a Ansar Allah (houties) en  Y USA va a ser expulsada de",sin ubicación,Jorge Moreno,sin ubicación,2024-01-26 18:06:18,2024-01-26,1900-01-01 17:06:18,enero,2024,26,viernes,Tarde,,,Negativo
825,58405,1750927952660079104,JorgeMo80252863,"¡Qué nivel de cinismo de  &amp;   está consumando un genocidio contra  &amp;  pero pierde la guerra militar, política y diplomáticamente. Biden &amp; Netanyahu no van a poder frenar a Ansar Allah (houties) en  Y USA va a ser expulsada de",sin ubicación,Jorge Moreno,sin ubicación,2024-01-26 18:05:29,2024-01-26,1900-01-01 17:05:29,enero,2024,26,viernes,Tarde,,,Negativo
826,58406,1750927067850457088,miabagon,"La Franja de Gaza.
⚖️La Corte Internacional de Justicia (CIJ) ha emitido hoy un dictamen provisional sobre las acusaciones de genocidio contra Israel por la guerra en Gaza. La Corte ha reconocido el derecho de los palestinos a ser protegidos frente a actos de genocidio https://t.co/WaDsehthsc",Cuba,miabagon,CU,2024-01-26 12:01:58,2024-01-26,1900-01-01 17:01:58,enero,2024,26,viernes,Tarde,21.5,-80.0,Positivo
827,58419,1750926789512187904,CocaCamhi,"6
Lejos de buscar eliminar a la población de Gaza que Hamas utiliza cínicamente como sus escudos humanos, y que muchos habitantes de Gaza apoyan profundamente, la conducta de Israel en su guerra contra Hamas ha sido abierta y declaradamente diseñada para proteger a los no combatientes, en particular rogándoles que se vayan. zonas de guerra y supervisar corredores humanitarios para su evacuación, incluso a costa evidente de que los hombres armados de Hamás, que luchan vestidos de civil sin la palabra “Hamás” estampada en el pecho, huyan junto a ellos.",Chile,(((Coca Camhi))) 🦁🧡🎗,CL,2024-01-26 14:00:51,2024-01-26,1900-01-01 17:00:51,enero,2024,26,viernes,Tarde,-30.0,-71.0,Negativo
828,58469,1750926580212465920,adncolombia,"La Corte Internacional de Justicia ( de la  anunciará hoy su decisión sobre la imposición de medidas cautelares a  para parar su  en 

Lea la noticiahttps://t.co/Fxf08rwvwQ https://t.co/xQjfMsg7wz",Colombia,Diario ADN,CO,2024-01-26 12:00:02,2024-01-26,1900-01-01 17:00:02,enero,2024,26,viernes,Tarde,4.0,-72.0,Neutral
829,58509,1750926341627653888,eldesconcierto,Más de 60 periodistas palestinos están encarcelados en Israel tras el inicio de la guerra en Gaza. https://t.co/VrWpuoKgXn,Chile,El Desconcierto,CL,2024-01-26 13:59:05,2024-01-26,1900-01-01 16:59:05,enero,2024,26,viernes,Tarde,-30.0,-71.0,Neutral
830,58559,1750925343370673920,libanomoes,"-El Pentagono reafirmó el compromiso de EEUU de resolver las tensiones a lo largo de la frontera entre Israel y el Líbano y evitar una escalada regional.

-Informe: Los mediadores quieren que Hezbollah detenga los ataques cuando la guerra de Gaza entre en la tercera fase https://t.co/kVeSI5svom",Ecuador,Líbano y Medio Oriente en Español🌍,EC,2024-01-26 11:55:07,2024-01-26,1900-01-01 16:55:07,enero,2024,26,viernes,Tarde,-2.0,-77.5,Positivo
831,58680,1750807931837107968,Defensa_Israel,"Guerra en Gaza- A pesar de que en la ONU hay una oficina muy bien financiada para atender los casos como los del 7-O en  Pramila Patten, la Representante Especial del Secretario General de las Naciones Unidas sobre la violencia sexual en los conflictos (SRSG-SVC), llegará a Israel recién el próximo lunes 29 de enero, casi cuatro meses de las masacres.
- Durante su visita de una semana, Pramila Patten y su equipo verán las imágenes sin editar del 7 de octubre y se reunirán con mujeres que han sido liberadas del cautiverio en Gaza.
- El equipo de la SRSG-SVC escuchará los testimonios de primera mano con pleno acceso a todas las partes implicadas en la investigación de los actos de violación y violencia sexual cometidos por los terroristas del Hamás-DESH, incluidos los reportes policiales y judiciales.
- La SRSG-SVC podrá contrastar los relatos personales que ellos personalmente escuchen de las mujeres liberadas del cautiverio, con los informes de la Policía Nacional de  y con los documentos archivados en los juzgados.
Fin del comunicado",Israel,Israel Defensa (Ñ) 🇮🇱,IL,2024-01-26 11:08:34,2024-01-26,1900-01-01 09:08:34,enero,2024,26,viernes,Mañana,31.5,34.75,Negativo
832,58785,1750924297080624128,DatoPagan,"El Primer Ministro de Israel, Netanyahu, desafía a la Corte Internacional de Justicia: “Continuaremos la guerra en Gaza”. https://t.co/AzZjyslKxD",sin ubicación,Dato Pagán Hijo,sin ubicación,2024-01-26 17:50:57,2024-01-26,1900-01-01 16:50:57,enero,2024,26,viernes,Tarde,,,Neutral
833,58786,1750920878584365056,MarcosNing45508,No sirve de nada !¡Gaza es el Vietnam de los dionistas nazis!¡Israel ya ha perdido esta guerra!¡Palestina gratis!,sin ubicación,Marcolino,sin ubicación,2024-01-26 17:37:22,2024-01-26,1900-01-01 16:37:22,enero,2024,26,viernes,Tarde,,,Positivo
834,58787,1750920576607067904,alezeli,"de que guerra idiota!!! estaban en una tregua pedida llorando por Hamas! no las tomaron prsioneras en Gaza, sino que entraron a Israel por sorpresa a buscarlas!!! no seas idiota! es un secuestro ilegal, en este caso que esten sirviendo es irrelevante.",México,Alejandro Zeli,MX,2024-01-26 10:36:10,2024-01-26,1900-01-01 16:36:10,enero,2024,26,viernes,Tarde,23.0,-102.0,Negativo
835,58873,1750920488874902016,DiegoOr01354223,"con suerte consigues manejar algo en Gaza, no entiendo ese amor por enganarse a uno mismo, el primer paso para tener una opcion de ganar una guerra es mirar la realidad . Mapa de hoy, en las zonas azules que supone controlan aun hay enfrentamientos y lanzamientos hacia israel https://t.co/Ra9TdIKIyW",sin ubicación,Diego O.,sin ubicación,2024-01-26 17:35:49,2024-01-26,1900-01-01 16:35:49,enero,2024,26,viernes,Tarde,,,Positivo
836,58874,1750920242492997888,dglisser,"???

La Corte NO ACEPTÓ LA EXIGENCIA de Sudáfrica (brazo legal de Hamas) de detener la guerra, no considera que haya genocidio y si el derecho de auto defensa del Israel de los ataques terroristas  de Hamas (autoridad de los palestinos en Gaza).",sin ubicación,Daniel Glisser,sin ubicación,2024-01-26 17:34:50,2024-01-26,1900-01-01 16:34:50,enero,2024,26,viernes,Tarde,,,Negativo
837,58875,1750919202649539072,ExPostCo,"Israel, a su vez, afirmó a la corte (TIJ) que, después de congelar la entrega de ayuda al comienzo de la guerra, pronto comenzó a permitir su suministro diario en la Franja de Gaza.2⃣",Brasil,Ex Post,BR,2024-01-26 14:30:43,2024-01-26,1900-01-01 16:30:43,enero,2024,26,viernes,Tarde,-10.0,-55.0,Neutral
838,59070,1750917867887804928,rociovivancog,"El Primer Ministro de Israel, Netanyahu, desafía a la Corte Internacional de Justicia: “Continuaremos la guerra en Gaza”.",sin ubicación,Rocío Vivanco,sin ubicación,2024-01-26 17:25:24,2024-01-26,1900-01-01 16:25:24,enero,2024,26,viernes,Tarde,,,Neutral
839,59071,1750882922406501888,HoyPalestina,"El Primer Ministro de Israel, Netanyahu, desafía a la Corte Internacional de Justicia: “Continuaremos la guerra en Gaza”. https://t.co/Uv1rBZKdBV",Brasil,Palestina Hoy,BR,2024-01-26 12:06:33,2024-01-26,1900-01-01 14:06:33,enero,2024,26,viernes,Tarde,-10.0,-55.0,Neutral
840,59266,1750917171054511104,RPicarralero,"Reconoce el derecho de Israel a defenderse y obliga a la liberación inmediata de los secuestrados por Gaza. Los indicios de genocidio son tan leves q ni siquiera plantea Alto el Fuego. Si Gaza libera a los secuestrados, se acaba la guerra.",España,Rafel 🐲 👁,ES,2024-01-26 17:22:38,2024-01-26,1900-01-01 16:22:38,enero,2024,26,viernes,Tarde,40.0,-4.0,Neutral
841,59491,1750917060505575936,peruenlanoticia,"Guerra en Gaza: el Tribunal Penal Internacional ordena que Israel impida que se cometa genocidio, pero no exigió el fin de las hostilidades - Clarín https://t.co/Xs4V4LaCXC",Perú,Noticias Perú 🇵🇪,PE,2024-01-26 11:22:12,2024-01-26,1900-01-01 16:22:12,enero,2024,26,viernes,Tarde,-10.0,-76.0,Negativo
842,59532,1750916894641544960,RobSanNews,"La guerra va a continuar en Gaza, hasta la desarticulación completa y aniquilamiento del terrorismo palestino de Hamas y sus afines. 

La Corte Penal Internacional, CIJ, no ha encontrado mérito para ordenar, ni siquiera provisionalmente, un alto al fuego a Israel. El principal objetivo iraní que a través de su ""testaferro"" ocasional Sudafrica, buscaba frenar la guerra, ha sido rechazado por la CIJ

Qué Israel deba rendir informe de las medidas que implementará para no dañar a civiles gazaties en 30 días, no representa ningún obstáculo, es lo que ha venido haciendo en estos 112 días de combates.

Será interesante verificar, eso sí, cuanta tolerancia tendrá la CIJ con Hamas, si estos últimos (como es seguro hará) no devuelven a todos los rehenes como expresamente solicitó el Tribunal, y qué hará al respecto, si desacata (Hamas) esa indicación.

También será interesante ver como reaccionaran ""los amigos"" de Hamas en latinoamérica y el mundo, ante la negativa de la CIJ, a exigir a Israel un cese del fuego y sí ordenar por el contrario, la devolución inmediata de todos los rehenes israelies en poder del terrorismo de Hamas y sus facciones afines. 

Veremos en todo el mundo, a los gobernantes de izquierda, las ONGs prototerroristas y a todos los imbéciles de turno, ignorantes y desquiciados, volcarse en argumentaciones artificiosas y artificiales para disfrazar su frustración. NO HAN CONSEGUDO FRENAR UNA GUERRA JUSTA CONTRA EL TERRORISMO ISLÁMICO, asi de simple.

Ganaremos esta guerra. No se preocupen en occidente, la ganaremos, aún contra vuestra decisión y empeño suicida de sostener, ayudar y mantener al terrorismo palestino, desviando la mirada ante las atrocidades perpetradas en contra de mujeres, niños y ancianos civiles inocentes aquel 07 de octubre .",Israel,Roberto Sánchez O.,IL,2024-01-26 18:21:32,2024-01-26,1900-01-01 16:21:32,enero,2024,26,viernes,Tarde,31.5,34.75,Negativo
843,59637,1750916719621686016,LabariLiliana,"Declararon una guerra que no queria Israel ni los civiles de Gaza,pero con la experiencia de los judios con el silencio mundial es lógico que reaccionen asi,en su lugar creo que seria peor.",sin ubicación,liliana labari,sin ubicación,2024-01-26 17:20:51,2024-01-26,1900-01-01 16:20:51,enero,2024,26,viernes,Tarde,,,Negativo
844,59638,1750915730843815936,Palestine252,"Los cómplices de Israel tampoco quedarán absueltos.

""Sudáfrica demandará a EEUU y el Reino Unido por la complicidad en crímenes de guerra en Gaza""

 
 https://t.co/bnihfmb5H7",sin ubicación,Palestinian Girl,sin ubicación,2024-01-26 17:16:55,2024-01-26,1900-01-01 16:16:55,enero,2024,26,viernes,Tarde,,,Neutral
845,59639,1750915711084510976,IsaacMoraleja,"ÚLTIMA HORA: El caso de SUDÁFRICA contra ISRAELpor  queda definido:

El Tribunal de La Haya NO EXIGIÓ el cese de la guerra en Gaza, y solo emitió una serie de instrucciones para Israel:
1- proporcionar ayuda humanitaria a Gaza.
2- actuar contra la incitación al genocidio.
3- presentar un informe en el plazo de un mes.

El CIJ pide también la liberación inmediata de todos los secuestrados por HAMÁS.

La CIJ ordenó a Israel tomar medidas para proteger a los palestinos en Gaza dentro de sus posibilidades.
Israel debe informar al tribunal sobre las futuras acciones tomadas en cumplimiento de las órdenes.
El CIJ requiere acción inmediata de Israel para prevenir daño irreparable en la situación humanitaria de Gaza.

La decisión de la CIJ fue elogiada por el primer ministro israelí, Benjamín Netanyahu, como un rechazo a la discriminación contra Israel.

No fueron aceptadas las solicitudes de Sudáfrica de detener los combates ni permitir el regreso de la población al norte de la Franja.

El juez israelí Aharon Barak apoyó la resolución.",Chile,Isaac Moraleja,CL,2024-01-26 13:16:50,2024-01-26,1900-01-01 16:16:50,enero,2024,26,viernes,Tarde,-30.0,-71.0,Negativo
846,59689,1750914941798806016,felip_utoguerra,"El fallo de la CIJ_ICJ obliga en el orden internacional a los integrantes de la ONU. Pero Netanyahu ya indico desconocerlo y que ""continuará la guerra a Gaza"", eso coloca a Israel como un estado terrorista, y obligaría a EEUU cesar su patrocinio.",Colombia,Luis Felipe G,CO,2024-01-26 11:13:47,2024-01-26,1900-01-01 16:13:47,enero,2024,26,viernes,Tarde,4.0,-72.0,Neutral
847,59729,1750914238212674048,Extuiteado,"Irán optó por la guerra diplomática y propagandística vendiendo la idea de que Israel comete ""genocidio contra Gaza"" para ejercer presión internacional contra Israel, y su títere más barato resultó ser Sudáfrica, seguida de estados fallidos como Yemen, Colombia, Rusia y Bolivia.",Guernsey,𝕏Tuiteado,GG,2024-01-26 16:10:59,2024-01-26,1900-01-01 16:10:59,enero,2024,26,viernes,Tarde,49.46666666,-2.58333333,Neutral
848,59731,1750914235981304064,MossadArgentina,"Comparten videos con actores diciendo que es “la masacre en Gaza”. 
Dicen que La Haya le pidió a Israel que pare la guerra cuando nunca en el texto exigen nada parecido.
Y vos seguís replicando como si les importaran los palestinos.",Argentina,Mossad Argentina,AR,2024-01-26 13:10:58,2024-01-26,1900-01-01 16:10:58,enero,2024,26,viernes,Tarde,-34.0,-64.0,Neutral
849,59824,1750913884561515008,luisnassif,"La decisión de CIJ sobre la guerra en Gaza muestra que ""ningún estado está por encima de la ley"", dice la autoridad palestina

La Corte de la ONU ha determinado que Israel impone medidas de emergencia para prevenir el genocidio del pueblo palestino en Gaza.Leer en GGN
https://t.co/sls56rtc8v",Brasil,Luis Nassif,BR,2024-01-26 14:09:35,2024-01-26,1900-01-01 16:09:35,enero,2024,26,viernes,Tarde,-10.0,-55.0,Positivo
850,60019,1750913342028340992,Extuiteado,"Eso para frenar la influencia saudí en el Medio Oriente en favor de la iraní, que es una potencia rival que aspira a dominar la región. Adicionalmente, Irán y Hamas calcularon que el mundo árabe se volcaría en favor de una guerra contra Israel ante su dura respuesta contra Gaza.",Guernsey,𝕏Tuiteado,GG,2024-01-26 16:07:25,2024-01-26,1900-01-01 16:07:25,enero,2024,26,viernes,Tarde,49.46666666,-2.58333333,Positivo
851,60021,1750912436960378880,Axl77592447,"La CIJ falló en contra de Israel pero los genocidas no entienden. Esta fue la respuesta de Bibi:  “Continuaremos la guerra en Gaza”.
 https://t.co/RgqgpSrI2e",sin ubicación,Axl 4.7K,sin ubicación,2024-01-26 17:03:50,2024-01-26,1900-01-01 16:03:50,enero,2024,26,viernes,Tarde,,,Negativo
852,60022,1750912042351907072,_MisterStrange,"No van a detenerse las exportaciones de armas a Israel, la maquinaria de guerra ya dejó muy claro que no le importa el derecho internacional. Quieren a todos los palestinos muertos a cambio de las reservas de gas de Gaza.",sin ubicación,El Señor Extraño 🇵🇸,sin ubicación,2024-01-26 17:02:15,2024-01-26,1900-01-01 16:02:15,enero,2024,26,viernes,Tarde,,,Negativo
853,60023,1750869926342976000,Jonathon_Shafi,"Es ilegal que el Reino Unido proporcione o venda armas si existe el riesgo de una violación del derecho humanitario internacional.El ICJ ha dejado en claro, formalmente, que existe tal riesgo.Todas las exportaciones de armas a Israel ahora deben detenerse como una cuestión de derecho.",Reino Unido,Jonathon Shafi,GB,2024-01-26 13:14:54,2024-01-26,1900-01-01 13:14:54,enero,2024,26,viernes,Tarde,54.0,-2.0,Positivo
854,60030,1750911951922766080,NelsoredG,"Los terroristas palestinos de Hamas provocaron la guerra contra Israel, decapitaron y violaron a mujeres y niños, asesinaron a más de 1.500 judíos en un ataque cobarde y ahora están llorando porque Gaza pronto dejará de existir.
Netanyahu: “Continuaremos la guerra en Gaza”. https://t.co/5dNeLCLav8",sin ubicación,Nelsored Gonzalez 🇺🇦,sin ubicación,2024-01-26 17:01:54,2024-01-26,1900-01-01 16:01:54,enero,2024,26,viernes,Tarde,,,Neutral
855,60031,1750911813678419968,soupalestina,"Crímenes de guerra

El estado terrorista de Israel asesinó a 337 médicos, enfermeras, paramédicos y conductores de ambulancia desde el 7 de octubre, cuando el genocidio comenzó en la Franja de Gaza.https://t.co/2y99dl2eid",Brasil,Sou Palestina🇵🇸🇮🇷🇪🇭,BR,2024-01-26 14:01:21,2024-01-26,1900-01-01 16:01:21,enero,2024,26,viernes,Tarde,-10.0,-55.0,Neutral
856,60226,1750911689002799104,MiguelC77561377,No pudieron que hamas detenga sus acciones terroristas contra isarael. Y así quieren que haya paz y que Israel detenga la guerra. Pues Israel no se va a retirar de Gaza hasta exterminar a ese grupo terrorista,Colombia,luis Miguel Cedeño,CO,2024-01-26 11:00:51,2024-01-26,1900-01-01 16:00:51,enero,2024,26,viernes,Tarde,4.0,-72.0,Negativo
857,60266,1750911480298377984,ReporteYa,"La CIJ exige a Israel impedir un genocidio con su guerra en Gaza, pero no un alto el fuego https://t.co/JOj9jBJvbG https://t.co/lcWpBF0Yhk",Venezuela,Reporte Ya,VE,2024-01-26 12:00:01,2024-01-26,1900-01-01 16:00:01,enero,2024,26,viernes,Tarde,8.0,-66.0,Negativo
858,60315,1750911221249830912,AgenciaAJN,"Irán y Hezbollah en el Líbano aprovechan la guerra en Gaza para examinar y desarrollar ""medios"" que ""irrumpan"" o ""compliquen"" o afecten el sistema defensivo antiaéreo de Israel. Para de los militantes ultimados la última semana estaban en plena actividad de prueba. https://t.co/x6WnmGvd62",Argentina,Agencia AJN,AR,2024-01-26 12:59:00,2024-01-26,1900-01-01 15:59:00,enero,2024,26,viernes,Tarde,-34.0,-64.0,Neutral
859,60408,1750910790926795008,vizcaya28045,Supuestos crímenes de guerra de Israel? Se necesita ser un psicópata insensible para no ver el d Israel en Gaza,España,jose,ES,2024-01-26 16:57:17,2024-01-26,1900-01-01 15:57:17,enero,2024,26,viernes,Tarde,40.0,-4.0,Negativo
860,60633,1750676066069565952,tycoon_latam,"La   está jode que jode, sobre supuestos crímenes de guerra en  y  

Mientras tanto en  se está haciendo lo que mejor se sabe hacer: Es decir:
Analistas de  y  están focos en los beneficios financieros del conflicto.",Canada,Tycoon,CA,2024-01-25 20:54:34,2024-01-26,1900-01-01 00:24:34,enero,2024,26,viernes,Noche,60.0,-95.0,Neutral
861,60683,1750910061772209920,JuanSau42373243,"Que raro y a los rusos si lo condenaron, saque la cuenta cuantos muertos hay en la guerra de Rusia y Ucrania y cuantos hay en la guerra de Israel y Palestina o gaza.",sin ubicación,Juan Saucedo,sin ubicación,2024-01-26 16:54:23,2024-01-26,1900-01-01 15:54:23,enero,2024,26,viernes,Tarde,,,Neutral
862,60684,1750909720477789952,ProyectoPuente,"Corte Internacional ordena a  'tomar medidas' para evitar genocidio en guerra contra  en 
https://t.co/ys0Qrucc6J",México,Proyecto Puente,MX,2024-01-26 09:53:02,2024-01-26,1900-01-01 15:53:02,enero,2024,26,viernes,Tarde,23.0,-102.0,Neutral
863,60770,1750909017239822080,el_carabobeno,La CIJ se pronuncia esta tarde sobre las medidas cautelares a Israel por la guerra en Gaza https://t.co/y13Tm4gmAQ https://t.co/lNcQWQGcZx,Venezuela,El Carabobeño,VE,2024-01-26 11:50:14,2024-01-26,1900-01-01 15:50:14,enero,2024,26,viernes,Tarde,8.0,-66.0,Neutral
864,60819,1750908884342963968,romeu,La guerra contra Hamas debe continuar e incluso la ONU ya admite tener empleados terroristas después de pasar meses para protestar y culpar a Israel por todas las muertes de sus empleados en Gaza en la guerra.https://t.co/lfy7aaxa5k,Portugal,Romeu Monteïro 🇺🇦🇮🇱,PT,2024-01-26 15:49:42,2024-01-26,1900-01-01 15:49:42,enero,2024,26,viernes,Tarde,39.5,-8.0,Neutral
865,60841,1750908353256030976,carosif,"UN TRIBUNAL QUE AVERGÜENZA A LA HUMANIDAD Y SE PONE DE RODILLAS ANTES LOS GENOCIDAS.
""Guerra entre Israel y Gaza, en directo | El Tribunal de la ONU evita pedir un alto el fuego en Gaza, pero reclama a Israel que tome medidas para impedir un genocidio"" https://t.co/DvovAeHMRa",Perú,Carlos Rojas Sifuentes,PE,2024-01-26 10:47:36,2024-01-26,1900-01-01 15:47:36,enero,2024,26,viernes,Tarde,-10.0,-76.0,Neutral
866,60882,1750907890943030016,youliann5,"en una guerra no hay buenos ni malos, y siempre hay victimas inocentes de ambos bandos, es mas, hamas no permite que los civiles salgan de la franja de gaza para que llamen a Israel genocida desde el principio, asi que algo de culpa también tienen por escudarse con ellos",sin ubicación,👻🔧youliann5☔️🔪,sin ubicación,2024-01-26 16:45:46,2024-01-26,1900-01-01 15:45:46,enero,2024,26,viernes,Tarde,,,Negativo
867,60883,1750907830142418944,cgtnenespanol,Hamas da la bienvenida a la decisión del Tribunal Mundial sobre Israel sobre la guerra en Gaza,China,CGTN Español,CN,2024-01-26 23:45:31,2024-01-26,1900-01-01 15:45:31,enero,2024,26,viernes,Tarde,35.0,105.0,Neutral
868,60887,1750907255560495104,2epinforma,"SUBTITULADO: Desafiando a la CIJ, Netanyahu matiene la decisión de continuar una guerra en legítima defensa de Israel contra H4m4s. Para ellos hablar de genocidio es escandaloso, cuando sabemos la situación de hambre y muerte de los civiles en Gaza.   https://t.co/YmaKT7M4CX",Ecuador,EL PUEBLO INFORMA,EC,2024-01-26 10:43:14,2024-01-26,1900-01-01 15:43:14,enero,2024,26,viernes,Tarde,-2.0,-77.5,Neutral
869,60903,1750907144533168128,Jinkoryuu,"Resumen traducido:

Si Gaza sufre un ataque nuclear, no será que incluso Japón en la Segunda Guerra Mundial donde estaba contenida la radiación, Gaza es la Tierra principal, si es un ataque nuclear, puede extenderse por el océano e incluso en Israel.",sin ubicación,Soliel loves Aku 🍉,sin ubicación,2024-01-26 16:42:48,2024-01-26,1900-01-01 15:42:48,enero,2024,26,viernes,Tarde,,,Negativo
870,60904,1750743197163163904,asheswoes,"sumarse

Si Gaza fuera nuked, no sería como en Japón durante la Segunda Guerra Mundial, donde la radiación estaba, en su mayor parte, contenida en la isla.Debido a que Gaza es parte del continente, esa radiación se extendería por todo el mar, así como la tierra a su alrededor",sin ubicación,The Rat King STANDS WITH 🍉,sin ubicación,2024-01-26 05:51:20,2024-01-26,1900-01-01 04:51:20,enero,2024,26,viernes,Noche,,,Negativo
871,60905,1750907140586258944,luizfratini,"España, uno de los países europeos más críticos de Israel desde el comienzo de la guerra israelí contra la Franja de Gaza, saludó la decisión de Trib el viernes.Int. De Justiça, que requería que hacer todo para evitar cualquier acto de genocidio en la tira de Gaza https://t.co/kygrdaqa6z",Brasil,Mídia Livre,BR,2024-01-26 13:42:47,2024-01-26,1900-01-01 15:42:47,enero,2024,26,viernes,Tarde,-10.0,-55.0,Neutral
872,61100,1750906831973516032,rauldiaztor,"Pero Noboa quiere ser aliados de Israel
La prensa BASURA habla a diario de la guerra Rusia/Ucrania pero si mencionan Gaza, sólo hablan de Hamas
Los miles de  civiles palestinos muertos, heridos, desalojados, no existen en la TV de Ecuador",Ecuador,Raul Diaz Torres,EC,2024-01-26 10:41:33,2024-01-26,1900-01-01 15:41:33,enero,2024,26,viernes,Tarde,-2.0,-77.5,Negativo
873,61116,1750872732907036928,MarcoAnibal,"26 de enero del 2024

Oficialmente, la Corte Internacional de Justicia CIJ, La Haya, Holanda, califica las acciones de Israel en Gaza como violatorias de la Convención sobre genocidio de la Organización de las Naciones Unidas ONU de 1948",Ecuador,Marco Navas,EC,2024-01-26 08:26:03,2024-01-26,1900-01-01 13:26:03,enero,2024,26,viernes,Tarde,-2.0,-77.5,Neutral
874,61132,1750906783353152000,SergioSalgadoPO,"haciendo gala de cinismo, como todo el sionismo, en un acto que es una verdadera impostura. Recostarse en un Holocausto para apoyar el holocausto de la guerra y del terrorismo del Estado de  contra  y el pueblo palestino.",Argentina,Ser Fab Sal,AR,2024-01-26 12:41:22,2024-01-26,1900-01-01 15:41:22,enero,2024,26,viernes,Tarde,-34.0,-64.0,Neutral
